Employment,Country,Student,EdLevel,DevType,YearsCode,CompTotal,CompFreq,ConvertedComp,WorkWeekHrs,Age,Gender,Ethnicity,NormalizedAnnualCompensation
full-time,United States,No,Bachelors degree,Data or business analyst,39,,Yearly,,40,52,Man,White,
full-time,United Kingdom,No,Secondary school,Developer,17,80000,Yearly,104678,35,35,Man,White,80000
full-time,United States,No,No degree,Database administrator,6,144000,Yearly,144000,48,31,Man,Black,144000
full-time,Argentina,Yes,Bachelors degree,Developer,10,36500,Monthly,11784,40,34,Man,Hispanic,438000
full-time,United States,No,Bachelors degree,Developer,5,88000,Yearly,88000,40,25,Man,Hispanic,88000
full-time,India,No,Bachelors degree,Designer,4,15000,Monthly,2520,48,22,Man,Asian,180000
full-time,United Kingdom,No,Bachelors degree,Developer,17,52000,Yearly,68041,39,33,Man,Middle Eastern,52000
full-time,Germany,No,Masters degree ,Database administrator,15,75000,Yearly,85931,40,37,Man,White,75000
full-time,Canada,No,,Data or business analyst,10,54000,Yearly,41223,37.5,22,Man,White,54000
full-time,Dominican Republic,No,No degree,Designer,8,62400,Yearly,62400,40,28,Man,Hispanic,62400
full-time,Japan,No,Masters degree ,full-stack,17,400000,Monthly,43836,40,32,Man,Asian,4800000
full-time,Netherlands,No,Masters degree ,Academic researcher,7,,,,,27,Man,White,
part-time,China,Yes,Bachelors degree,Developer,3,,Monthly,,,,Man,Asian,
full-time,United States,Yes,Bachelors degree,,2,70000,Yearly,70000,50,29,Man,White,70000
full-time,Germany,Yes,No degree,full-stack,3,850,Monthly,11688,40,21,Man,White,10200
full-time,South Africa,No,Professional degree,Academic researcher,1,15000,Monthly,13512,40,24,Man,Multiracial,180000
full-time,Bulgaria,No,Masters degree ,Developer,8,3800,Monthly,26676,40,25,Man,White,45600
part-time,Germany,Yes,No degree,Developer,7,,Monthly,,20,19,Man,White,
full-time,Morocco,Yes,Bachelors degree,Developer,4,7000,Monthly,22872,,23,Man,Black,84000
full-time,Viet Nam,No,No degree,Developer,12,4000,Monthly,48000,40,28,Man,White,48000
full-time,United Kingdom,No,No degree,Developer,4,42000,Yearly,54956,37.5,23,Man,White,42000
full-time,Ukraine,No,Associate degree,Data scientist or machine learning specialist,6,1200,Monthly,14400,40,22,Man,White,14400
full-time,Russian Federation,No,Masters degree ,Developer,6,37000,Monthly,6780,40,25,Woman,White,444000
full-time,United States,No,Bachelors degree,Developer,23,120000,Monthly,1440000,36,42,Man,White,1440000
full-time,United States,No,Bachelors degree,Data or business analyst,3,160000,Yearly,160000,50,27,Man,Asian,160000
full-time,Spain,No,Bachelors degree,Developer,6,70000,Yearly,91593,40,32,Man,Hispanic,70000
full-time,India,No,Bachelors degree,Developer,16,2880000,Yearly,40299,45,36,Man,Asian,2880000
full-time,United States,No,No degree,Database administrator,12,90000,Yearly,90000,60,27,Man,White,90000
full-time,Albania,No,Masters degree ,Developer,6,125000,Monthly,13800,40,27,Woman,White,1500000
full-time,Germany,Yes,Secondary school,Developer,9,1000,Monthly,13752,40,20,Man,Middle Eastern,12000
full-time,United States,No,No degree,Developer,21,112000,Yearly,112000,45,33,Man,,112000
full-time,Canada,No,Associate degree,DevOps specialist,10,85000,Yearly,64888,40,33,Man,White,85000
full-time,United States,No,Bachelors degree,full-stack,10,120000,Weekly,2000000,50,27,Non-binary,White,6240000
full-time,United States,Yes,Bachelors degree,Academic researcher,11,30000,Yearly,30000,40,26,Man,White,30000
full-time,India,Yes,Bachelors degree,full-stack,7,1000,Monthly,6684,,25,Man,Middle Eastern,12000
part-time,Netherlands,Yes,No degree,Developer,10,1400,Monthly,19248,24,24,Man,White,16800
full-time,Germany,Yes,Secondary school,full-stack,6,10000,Yearly,11457,40,21,Man,White,10000
full-time,Romania,No,Bachelors degree,Developer,20,40000,Monthly,25128,40,,Man,Hispanic,480000
full-time,Portugal,No,Bachelors degree,Database administrator,11,2300,Monthly,31620,40,34,Man,White,27600
full-time,United States,No,Bachelors degree,Developer,5,50000,Yearly,50000,40,22,Man,Biracial,50000
part-time,Netherlands,Yes,No degree,full-stack,3,9000,Yearly,10312,15,20,Man,White,9000
full-time,China,Yes,Bachelors degree,Developer,2,24000,Monthly,42696,10,26,Man,,288000
full-time,Ukraine,Yes,Masters degree ,Developer,25,90000,Monthly,38952,40,39,Man,White,1080000
full-time,China,No,Bachelors degree,Developer,7,360000,Yearly,53374,40,30,Man,Asian,360000
full-time,Austria,No,Masters degree ,full-stack,12,7600,Yearly,8708,39,28,Man,White,7600
full-time,United States,No,Bachelors degree,Developer,11,83500,Yearly,83500,40,24,Man,White,83500
full-time,Netherlands,No,Masters degree ,Developer,13,117000,Yearly,134053,40,31,Man,White,117000
full-time,Poland,No,Masters degree ,full-stack,6,,,,40,27,Man,White,
full-time,United States,Yes,Bachelors degree,Developer,15,72000,Yearly,72000,39,30,Man,White,72000
full-time,Lithuania,Yes,Other doctoral degree ,Data scientist or machine learning specialist,10,2400,Monthly,33000,40,27,Man,White,28800
full-time,Ukraine,No,Masters degree ,Database administrator,10,5040,Monthly,60480,40,27,Man,White,60480
full-time,Spain,No,Masters degree ,Academic researcher,9,25000,Yearly,28644,30,29,Man,Hispanic,25000
full-time,United Kingdom,No,Masters degree ,Developer,15,44000,Yearly,57573,40,34,Man,White,44000
full-time,United States,No,No degree,Developer,35,340000,Yearly,340000,40,47,Man,White,340000
full-time,France,No,Masters degree ,Developer,12,1825,Monthly,25092,35,27,Man,,21900
full-time,United Kingdom,No,No degree,Developer,9,46500,Yearly,60844,37.5,25,Woman,White,46500
full-time,Tunisia,No,Masters degree ,Data scientist or machine learning specialist,8,1500,Monthly,6072,48,24,Man,,18000
full-time,United States,Yes,Bachelors degree,Developer,7,120000,Yearly,120000,40,23,Man,Asian,120000
full-time,Ireland,No,Masters degree ,Developer,6,75000,Monthly,1000000,37.5,36,Man,White,900000
full-time,Estonia,No,Primary/elementary school,Designer,8,2200,Monthly,30252,70,29,Man,White,26400
full-time,United States,No,Bachelors degree,Database administrator,18,95000,Yearly,95000,40,33,Man,White,95000
full-time,United States,No,Associate degree,System administrator,16,32500,Yearly,32500,40,31,Man,Native,32500
full-time,South Africa,No,Bachelors degree,Developer,9,37000,Monthly,33324,50,24,Man,White,444000
full-time,Australia,No,Bachelors degree,Developer,10,,,,38,26,Man,White,
full-time,United Kingdom,No,Masters degree ,full-stack,6,32000,Yearly,41871,40,32,Man,White,32000
full-time,New Zealand,No,Masters degree ,Data scientist or machine learning specialist,15,115000,Yearly,79315,40,31,Man,,115000
full-time,Germany,Yes,Secondary school,Developer,6,1400,Monthly,19248,40,20,Man,White,16800
full-time,United States,No,Bachelors degree,full-stack,10,90000,Weekly,2000000,40,28,Man,Multiracial,4680000
full-time,Sri Lanka,Yes,Bachelors degree,Developer,13,230000,Monthly,15624,60,28,Man,Asian,2760000
part-time,Australia,Yes,Secondary school,full-stack,7,40000,Yearly,29012,30,20,Man,White,40000
full-time,Bulgaria,No,Bachelors degree,Developer,9,3500,Monthly,42000,40,39,Man,White,42000
full-time,United States,No,No degree,Developer,9,165000,Yearly,165000,40,28,Non-binary,White,165000
full-time,Canada,No,Bachelors degree,Database administrator,6,3000,Monthly,27480,50,23,Man,White,36000
full-time,New Zealand,No,Bachelors degree,full-stack,4,54000,Monthly,446928,50,24,Man,Asian,648000
full-time,India,No,Masters degree ,full-stack,5,537600,Yearly,7523,8,24,Man,,537600
full-time,United Kingdom,No,Bachelors degree,Developer,16,60000,Monthly,942096,50,29,Man,White,720000
full-time,United Kingdom,No,Masters degree ,full-stack,3,33000,Yearly,43180,37.5,28,Man,White,33000
full-time,Australia,No,No degree,Designer,15,110000,Yearly,79783,45,26,Man,White,110000
full-time,United States,Yes,Masters degree ,Academic researcher,12,95000,Yearly,95000,50,27,Man,White,95000
full-time,Italy,Yes,Masters degree ,Data or business analyst,35,5000,Monthly,68748,50,48,Man,White,60000
full-time,United States,Yes,Associate degree,full-stack,10,74000,Yearly,74000,40,35,Man,White,74000
full-time,Mozambique,No,,full-stack,7,,Monthly,,50,28,Man,Black,
full-time,Canada,No,Bachelors degree,full-stack,13,90000,Monthly,824460,35,34,Man,White,1080000
full-time,United States,No,Masters degree ,Developer,22,104000,Yearly,104000,40,33,Man,Asian,104000
full-time,Mexico,No,Bachelors degree,Database administrator,5,14000,Monthly,8796,45,23,Woman,Hispanic,168000
full-time,Latvia,No,No degree,Developer,9,45000,Yearly,51559,40,30,Man,White,45000
full-time,India,Yes,Bachelors degree,Academic researcher,2,300000,Yearly,4198,42,23,Man,Asian,300000
part-time,Turkey,Yes,No degree,Data scientist or machine learning specialist,11,650,Monthly,1500,15,24,Man,Middle Eastern,7800
full-time,Bulgaria,No,Masters degree ,Developer,7,3200,Monthly,22464,40,27,Man,White,38400
full-time,United States,No,Associate degree,Developer,22,174000,Yearly,174000,45,,Man,Hispanic,174000
full-time,Japan,No,Masters degree ,Developer,25,,,,40,41,Man,White,
full-time,Norway,No,No degree,full-stack,13,30400,Monthly,43224,40,22,Man,White,364800
full-time,Australia,No,Bachelors degree,Database administrator,12,76000,Yearly,55123,45,23,Man,White,76000
full-time,Netherlands,Yes,Bachelors degree,Developer,6,22400,Yearly,25665,40,22,Man,,22400
full-time,United Kingdom,No,Bachelors degree,Database administrator,16,72500,Monthly,1000000,40,34,Man,White,870000
full-time,Germany,No,Secondary school,Database administrator,6,2300,Monthly,31620,40,23,Man,White,27600
full-time,United Kingdom,No,Bachelors degree,Developer,6,30000,Yearly,39254,37.5,23,Man,White,30000
full-time,Norway,No,Bachelors degree,Developer,16,620000,Yearly,73467,37.5,33,Man,White,620000
full-time,Brazil,No,Bachelors degree,Academic researcher,8,5500,Monthly,18036,44,26,Man,Hispanic,66000
full-time,United States,No,Bachelors degree,Developer,10,212000,Yearly,212000,40,27,Man,White,212000
full-time,United States,No,Bachelors degree,Developer,21,120000,Yearly,120000,40,33,Man,White,120000
full-time,India,No,Bachelors degree,DevOps specialist,,2300000,Yearly,32183,40,32,Man,,2300000
full-time,United States,No,Masters degree ,Developer,20,130000,Yearly,130000,45,,,,130000
full-time,Brazil,No,No degree,Developer,6,2000,Monthly,6552,40,24,Man,Hispanic,24000
full-time,United States,No,Masters degree ,Developer,20,108000,Yearly,108000,40,39,Man,White,108000
full-time,Guatemala,No,No degree,Database administrator,12,765,Monthly,1176,8,24,Man,Hispanic,9180
full-time,United Kingdom,No,Bachelors degree,Developer,10,46000,Yearly,60190,35,28,Man,White,46000
full-time,France,No,Masters degree ,Developer,5,2884,Monthly,39648,40,24,Man,White,34608
full-time,United States,No,Masters degree ,full-stack,4,109000,Yearly,109000,40,25,Woman,Hispanic,109000
full-time,India,No,Bachelors degree,Engineering manager,18,5400000,Yearly,75561,40,36,Man,Asian,5400000
full-time,United Kingdom,No,Masters degree ,Developer,9,30000,Yearly,39254,37,25,Man,White,30000
full-time,Germany,No,No degree,Database administrator,11,2800,Monthly,38496,60,21,Man,White,33600
full-time,United States,No,Bachelors degree,Developer,15,168000,Yearly,168000,40,38,Man,White,168000
full-time,Finland,No,Bachelors degree,Developer,8,3673,Monthly,50496,37.5,28,Non-binary,White,44076
full-time,Netherlands,No,Masters degree ,Developer,8,56000,Yearly,64162,40,29,Man,White,56000
full-time,Sweden,No,Associate degree,Developer,33,50000,Monthly,66276,40,51,Man,White,600000
full-time,United States,No,Bachelors degree,Developer,5,,,,45,26,Man,White,
full-time,United States,No,Bachelors degree,Developer,7,106000,Yearly,106000,40,26,Man,White,106000
full-time,United Kingdom,No,Other doctoral degree ,full-stack,5,40000,Yearly,52339,37,35,Man,White,40000
full-time,Canada,No,No degree,Developer,24,84000,Yearly,64124,37.5,39,Man,White,84000
full-time,United States,No,Associate degree,Developer,7,85000,Yearly,85000,42,28,Man,White,85000
full-time,Spain,No,Masters degree ,Data or business analyst,8,42000,Yearly,48121,40,30,Man,White,42000
full-time,India,No,Professional degree,Developer,10,,Yearly,,50,27,Man,Asian,
full-time,Australia,No,Masters degree ,full-stack,12,80000,Yearly,58024,38,27,Man,White,80000
full-time,Australia,No,Bachelors degree,Developer,25,150000,Yearly,108795,40,34,Man,White,150000
full-time,Canada,No,Bachelors degree,Academic researcher,38,111000,Yearly,84736,38,49,Man,White,111000
full-time,Brazil,No,Bachelors degree,Developer,25,4300,Monthly,14100,44,37,Man,White,51600
full-time,Germany,No,Masters degree ,Developer,15,54000,Yearly,61870,40,33,Man,Middle Eastern,54000
full-time,Pakistan,No,Bachelors degree,full-stack,2,100000,Monthly,8664,40,23,Man,Asian,1200000
full-time,Mexico,Yes,Bachelors degree,Academic researcher,6,10000,Monthly,6288,50,24,Man,Hispanic,120000
full-time,United States,No,Masters degree ,Data scientist or machine learning specialist,12,160000,Yearly,160000,35,30,Man,White,160000
full-time,France,No,Masters degree ,Database administrator,8,77000,Yearly,88223,,27,Man,Black,77000
full-time,United States,No,Bachelors degree,full-stack,20,115000,Yearly,115000,35,,Man,White,115000
full-time,United States,Yes,No degree,Data or business analyst,11,107000,Yearly,107000,38,28,Man,White,107000
full-time,Germany,No,Secondary school,Developer,6,750,Monthly,10308,40,22,Man,White,9000
part-time,Poland,Yes,Bachelors degree,Data scientist or machine learning specialist,5,5500,Monthly,17640,30,23,Man,White,66000
part-time,Austria,No,Bachelors degree,Developer,7,1500,Monthly,20628,30,21,Man,White,18000
full-time,Colombia,Yes,Associate degree,Developer,4,2400000,Monthly,9324,40,21,Man,Hispanic,28800000
full-time,Germany,No,Secondary school,Database administrator,18,68000,Yearly,77911,40,33,Man,White,68000
full-time,Italy,No,Bachelors degree,Developer,15,1300,Monthly,17868,40,34,Man,White,15600
full-time,France,No,Masters degree ,Developer,7,2200,Monthly,30252,40,16,Man,White,26400
full-time,Germany,No,Masters degree ,Designer,11,5000,Monthly,68748,40,27,Man,White,60000
full-time,Colombia,No,Bachelors degree,Developer,24,6500000,Monthly,25248,40,40,Man,Black,78000000
full-time,United States,No,No degree,Developer,5,70000,Yearly,70000,40,27,Man,White,70000
full-time,United States,No,Bachelors degree,Developer,19,161000,Yearly,161000,40,31,Man,White,161000
full-time,United States,No,No degree,Developer,4,78000,Yearly,78000,40,31,Man,White,78000
full-time,Germany,No,Masters degree ,Developer,11,75000,Yearly,85931,43,33,Man,White,75000
full-time,Denmark,No,Bachelors degree,Developer,17,700000,Yearly,107418,37,31,Man,Asian,700000
full-time,France,No,Masters degree ,full-stack,3,48000,Yearly,54996,30,31,Man,,48000
full-time,Australia,No,Associate degree,Database administrator,26,90000,Yearly,65277,38,43,Man,White,90000
full-time,United States,No,Masters degree ,full-stack,7,130000,Yearly,130000,40,25,Man,Asian,130000
full-time,India,No,Bachelors degree,full-stack,7,,Monthly,,55,23,Woman,Asian,
full-time,United States,No,No degree,Data or business analyst,28,1280,Weekly,64000,40,39,Man,White,66560
full-time,Poland,No,,Developer,12,17000,Monthly,54516,10,27,Man,White,204000
full-time,India,No,Bachelors degree,Developer,7,12000,Monthly,2016,45,22,Man,Asian,144000
full-time,India,No,Masters degree ,Academic researcher,18,2983000,Yearly,41741,10,36,Man,,2983000
full-time,Russian Federation,Yes,Bachelors degree,Developer,2,25000,Monthly,4584,40,22,Man,White,300000
full-time,Netherlands,No,Bachelors degree,full-stack,8,32000,Yearly,36664,40,24,Man,White,32000
full-time,United States,No,Masters degree ,Developer,5,90000,Monthly,1080000,40,29,Man,Asian,1080000
part-time,Switzerland,Yes,Secondary school,Designer,10,60000,Monthly,723336,40,21,Man,White,720000
full-time,Denmark,No,Masters degree ,Developer,16,42000,Monthly,77340,40,28,Man,White,504000
full-time,Italy,Yes,Masters degree ,Data scientist or machine learning specialist,6,35000,Monthly,481212,42,32,Man,White,420000
full-time,United States,No,Masters degree ,Developer,33,116000,Yearly,116000,40,36,Man,White,116000
full-time,France,No,Masters degree ,Developer,16,2800,Monthly,38496,42,34,Man,White,33600
full-time,United States,No,Masters degree ,Data or business analyst,6,,Yearly,,40,,Man,Multiracial,
full-time,United States,No,Bachelors degree,Developer,22,125000,Yearly,125000,40,39,Man,Hispanic,125000
full-time,Israel,Yes,Bachelors degree,Developer,4,9000,Monthly,29688,45.5,,Man,Middle Eastern,108000
full-time,United States,No,Bachelors degree,Database administrator,10,69400,Monthly,832800,45,27,Man,,832800
full-time,Brazil,,No degree,Developer,8,2750,Monthly,9012,40,26,Man,Hispanic,33000
full-time,United Kingdom,Yes,Bachelors degree,Developer,13,35000,Yearly,45797,40,31,Man,Hispanic,35000
full-time,Tunisia,No,No degree,full-stack,7,30000,Yearly,10113,40,25,Man,Middle Eastern,30000
full-time,United States,No,Associate degree,full-stack,20,105000,Yearly,105000,40,48,Man,White,105000
full-time,Romania,Yes,Masters degree ,Developer,2,4000,Monthly,11568,40,29,Man,White,48000
full-time,Hong Kong (S.A.R.),No,No degree,Developer,22,476000,Yearly,60662,45,38,Man,White,476000
full-time,United Kingdom,No,Bachelors degree,full-stack,6,47700,Yearly,62414,35,30,Man,White,47700
full-time,Australia,No,Secondary school,Developer,8,120000,Yearly,87036,45,35,Man,White,120000
full-time,Sweden,No,Masters degree ,Developer,20,65500,Monthly,86820,40,38,Man,White,786000
full-time,Germany,No,Secondary school,Developer,15,59400,Yearly,68058,40,27,Man,White,59400
full-time,Germany,No,No degree,Developer,8,3000,Monthly,41244,32,26,Man,White,36000
full-time,United States,No,Bachelors degree,Developer,9,77000,Yearly,77000,40,24,Man,White,77000
full-time,Iran,No,Bachelors degree,Developer,11,35000000,Monthly,9972,44,28,Man,Middle Eastern,420000000
full-time,India,No,Bachelors degree,Developer,12,1450000,Yearly,20290,47,31,Man,,1450000
full-time,India,No,Bachelors degree,Data or business analyst,16,1100000,Yearly,15392,40,31,Man,Asian,1100000
full-time,Germany,No,No education,Database administrator,22,3600,Monthly,49500,40,39,Man,White,43200
full-time,United States,No,Masters degree ,Database administrator,22,155000,Yearly,155000,50,40,Man,White,155000
full-time,Japan,No,Masters degree ,Developer,6,7500000,Yearly,68496,38,30,Woman,White,7500000
full-time,Poland,No,Primary/elementary school,Developer,4,7500,Monthly,24048,30,21,Man,White,90000
full-time,India,No,Bachelors degree,Developer,8,800000,Yearly,11194,40,25,Man,Asian,800000
full-time,Germany,Yes,Masters degree ,Data or business analyst,16,64000,Yearly,73328,40,37,Woman,White,64000
full-time,Portugal,No,Bachelors degree,Developer,11,1650,Monthly,22680,40,29,Man,White,19800
full-time,India,No,Masters degree ,Developer,10,925000,Yearly,12943,50,29,Man,Asian,925000
full-time,United States,No,No degree,full-stack,40,162000,Yearly,162000,40,51,Man,White,162000
full-time,United Kingdom,No,Masters degree ,Developer,14,74000,Yearly,96827,40,38,Man,White,74000
full-time,United States,No,Bachelors degree,Developer,11,85000,Yearly,85000,40,26,Man,White,85000
full-time,United Kingdom,No,No degree,full-stack,6,38500,Yearly,50376,40,29,Man,White,38500
full-time,India,No,Bachelors degree,Developer,8,624000,Yearly,8732,45,27,Man,Asian,624000
full-time,India,No,Bachelors degree,Developer,6,700000,Yearly,9795,42,22,Man,Asian,700000
full-time,Spain,No,Bachelors degree,Database administrator,8,130000,Monthly,21828,40,24,Man,Asian,1560000
full-time,South Africa,No,No degree,Developer,6,21000,Monthly,18912,40,28,Man,White,252000
full-time,Malaysia,No,Bachelors degree,Developer,6,4000,Monthly,11712,40,24,Man,Asian,48000
full-time,France,No,Masters degree ,full-stack,14,3000,Monthly,41244,38,34,Man,,36000
full-time,United States,No,No degree,Developer,14,74000,Monthly,888000,40,38,Man,Black,888000
full-time,Hong Kong (S.A.R.),No,Bachelors degree,Developer,13,,Monthly,,40,24,Man,Asian,
full-time,United States,No,Bachelors degree,Database administrator,6,,,,,24,Man,White,
full-time,Canada,No,Bachelors degree,Data or business analyst,25,96000,Yearly,73285,50,31,Man,White,96000
full-time,Russian Federation,No,Professional degree,Developer,7,180000,Monthly,33000,50,29,Non-binary,White,2160000
full-time,United States,No,Bachelors degree,Database administrator,4,80000,Yearly,80000,50,25,Man,White,80000
full-time,India,No,No degree,Developer,7,750000,Yearly,10495,50,27,Man,Asian,750000
full-time,United States,No,Masters degree ,Data scientist or machine learning specialist,8,93000,Yearly,93000,40,26,Man,White,93000
full-time,Switzerland,Yes,Secondary school,Developer,4,650,Monthly,7836,42,18,Man,White,7800
full-time,India,Yes,Masters degree ,Developer,10,45000,Monthly,7560,54,32,Man,,540000
full-time,United States,No,Bachelors degree,Developer,21,120000,Yearly,120000,45,55,Woman,White,120000
full-time,United States,No,Bachelors degree,full-stack,14,77000,Yearly,77000,40,26,Woman,Black,77000
full-time,Canada,No,Masters degree ,full-stack,10,80000,Yearly,61071,40,33,Man,Asian,80000
full-time,India,No,Masters degree ,Developer,18,5500000,Yearly,76960,40,35,Man,,5500000
full-time,Bulgaria,No,Bachelors degree,Data scientist or machine learning specialist,14,3700,Monthly,25980,30,28,Woman,White,44400
full-time,India,No,Bachelors degree,Developer,2,30000,Monthly,5040,30,24,Man,,360000
full-time,Germany,Yes,Bachelors degree,full-stack,7,44000,Yearly,50413,40,30,Man,White,44000
full-time,Austria,No,Masters degree ,Developer,9,3100,Monthly,42624,385,28,Man,White,37200
full-time,Netherlands,No,Masters degree ,Database administrator,30,4200,Monthly,57744,40,39,Man,,50400
full-time,Belgium,No,Bachelors degree,Designer,6,2500,Monthly,34368,40,23,Man,White,30000
full-time,United Kingdom,No,No degree,Developer,6,958,Monthly,15048,36,19,Man,White,11496
full-time,United States,No,Bachelors degree,full-stack,4,65000,Yearly,65000,40,26,Man,White,65000
full-time,Sweden,No,Other doctoral degree ,Developer,26,42000,Monthly,55680,40,38,Man,White,504000
full-time,France,No,Masters degree ,Data or business analyst,9,53000,Yearly,60725,37,27,Man,Middle Eastern,53000
full-time,Canada,No,Bachelors degree,Developer,11,75000,Monthly,687048,40,30,Man,White,900000
full-time,United States,Yes,No degree,Data scientist or machine learning specialist,35,200000,Yearly,200000,50,41,Man,White,200000
full-time,France,No,Bachelors degree,Developer,18,50000,Yearly,57287,40,,Man,White,50000
full-time,United States,No,Masters degree ,Developer,5,,,,,25,Man,Asian,
full-time,United Kingdom,No,Masters degree ,full-stack,20,57250,Yearly,74910,37.5,41,Man,White,57250
full-time,Italy,No,No degree,Developer,33,3400,Monthly,46752,40,47,Man,White,40800
full-time,United States,No,No degree,Engineering manager,10,145000,Yearly,145000,50,36,Man,White,145000
full-time,Poland,No,Bachelors degree,Data or business analyst,13,17000,Monthly,54516,40,31,Man,White,204000
part-time,Switzerland,Yes,No degree,Academic researcher,10,240,Weekly,12050,8,22,Woman,Asian,12480
full-time,United States,No,Bachelors degree,full-stack,25,,,,40,42,Man,Asian,
part-time,United States,No,Bachelors degree,Developer,25,1850000,Yearly,1850000,30,46,Man,White,1850000
full-time,Pakistan,Yes,Bachelors degree,Developer,5,20000,Monthly,1728,8,23,Man,Asian,240000
full-time,Algeria,No,Masters degree ,Academic researcher,6,50000,Monthly,5088,,,Man,White,600000
full-time,United Kingdom,No,Masters degree ,Developer,6,21000,Monthly,329736,36,23,Man,White,252000
full-time,"Venezuela, Bolivarian Republic of...",Yes,No degree,full-stack,5,500,Monthly,6000,3,24,Man,Hispanic,6000
full-time,New Zealand,No,Bachelors degree,full-stack,7,51000,Yearly,35175,40,23,Man,White,51000
full-time,Romania,No,Bachelors degree,Developer,5,14000,Monthly,40488,40,33,Man,White,168000
full-time,Canada,No,Bachelors degree,Developer,15,82000,Yearly,62598,30,27,Man,Hispanic,82000
full-time,United States,No,Masters degree ,Developer,39,,,,45,53,Man,White,
full-time,Singapore,No,Other doctoral degree ,,8,200000,Yearly,148104,55,27,Man,Asian,200000
full-time,Germany,No,Bachelors degree,Database administrator,5,50000,Yearly,57287,40,,Man,Asian,50000
full-time,Saudi Arabia,No,Bachelors degree,Developer,7,,Monthly,,50,25,Man,Middle Eastern,
full-time,United States,Yes,Bachelors degree,full-stack,38,85000,Yearly,85000,40,49,Man,White,85000
full-time,Nigeria,No,Bachelors degree,full-stack,5,180000,Monthly,5988,40,26,Man,Black,2160000
full-time,Finland,No,Secondary school,Database administrator,35,6000,Monthly,82488,40,49,Man,White,72000
full-time,India,No,Bachelors degree,Developer,9,880000,Yearly,12314,50,24,Man,Asian,880000
full-time,Cuba,No,Bachelors degree,Developer,7,7500,Monthly,3492,40,24,Man,Hispanic,90000
full-time,United States,No,Other doctoral degree ,Data scientist or machine learning specialist,12,280000,Yearly,280000,40,34,Man,White,280000
full-time,Canada,No,Bachelors degree,Academic researcher,7,70000,Yearly,53437,37,27,Woman,Asian,70000
full-time,Japan,No,No degree,Developer,36,16500000,Yearly,150692,50,50,Man,White,16500000
full-time,Thailand,No,Secondary school,Developer,16,47000,Monthly,18024,40,27,Man,,564000
full-time,Brazil,No,Bachelors degree,Developer,8,7500,Monthly,24588,40,27,Man,,90000
full-time,Brazil,Yes,Bachelors degree,Designer,2,2600,Monthly,8520,40,22,Man,Hispanic,31200
full-time,United States,No,Bachelors degree,Database administrator,17,65000,Yearly,65000,40,,Man,White,65000
part-time,France,Yes,Masters degree ,Student,9,1200,Monthly,16500,30,25,Man,White,14400
full-time,United Kingdom,No,Bachelors degree,Database administrator,29,100000,Monthly,1000000,45,39,Man,White,1200000
full-time,United Kingdom,No,Bachelors degree,full-stack,6,65000,Yearly,85051,40,25,Man,White,65000
full-time,Brazil,No,Bachelors degree,,16,7000,Monthly,22944,45,40,Man,Hispanic,84000
full-time,Belarus,No,Bachelors degree,full-stack,11,3500,Monthly,19452,40,24,Man,White,42000
full-time,India,No,Masters degree ,Designer,5,,Monthly,,60,33,Man,,
full-time,Poland,No,Masters degree ,Developer,12,12000,Monthly,38472,40,35,Man,White,144000
full-time,Germany,No,Bachelors degree,Database administrator,10,41200,Monthly,566460,40,23,Man,White,494400
full-time,United States,No,Bachelors degree,Data or business analyst,20,125000,Yearly,125000,40,41,Man,White,125000
full-time,The former Yugoslav Republic of Macedonia,No,Bachelors degree,Developer,9,,Monthly,,40,27,Woman,White,
full-time,United States,No,Bachelors degree,full-stack,10,65000,Yearly,65000,74,26,Man,White,65000
full-time,United States,No,Bachelors degree,full-stack,12,80000,Yearly,80000,40,29,Man,White,80000
full-time,United States,No,Bachelors degree,full-stack,19,150000,Yearly,150000,60,33,Man,White,150000
full-time,United States,No,Bachelors degree,full-stack,12,,,,40,40,Man,White,
full-time,Slovenia,No,No degree,Designer,20,6200,Monthly,85248,40,38,Man,White,74400
full-time,United States,No,Bachelors degree,Developer,8,86216,Yearly,86216,40,23,Man,Middle Eastern,86216
full-time,France,No,Masters degree ,Developer,16,4800,Monthly,66000,40,30,Man,White,57600
full-time,India,Yes,Bachelors degree,Academic researcher,4,1000000,Yearly,13993,45,22,Man,Asian,1000000
full-time,Hungary,No,No degree,full-stack,6,650000,Monthly,28152,42,38,Man,White,7800000
full-time,Belgium,No,Associate degree,,12,3114,Monthly,42816,40,24,Man,White,37368
full-time,Uganda,No,Bachelors degree,full-stack,8,,Monthly,,30,27,Man,Black,
full-time,Brazil,No,Bachelors degree,full-stack,25,14000,Monthly,45900,40,45,Man,White,168000
full-time,United Kingdom,No,Masters degree ,Developer,5,45000,Monthly,706572,50,27,Man,White,540000
full-time,United States,No,Bachelors degree,Developer,32,210000,Yearly,210000,50,39,Man,White,210000
full-time,Canada,No,Bachelors degree,Developer,12,90000,Yearly,68705,38,28,Man,White,90000
full-time,Germany,No,Masters degree ,Developer,11,48000,Yearly,54996,40,26,Man,White,48000
full-time,United States,No,Masters degree ,Developer,20,300000,Yearly,300000,40,32,Man,Asian,300000
full-time,Israel,Yes,No degree,Developer,8,45000,Monthly,148452,50,30,Man,Middle Eastern,540000
full-time,United States,No,Bachelors degree,Developer,9,125000,Yearly,125000,40,29,Man,White,125000
